Life tables (period 5x5), Total 	Last modified: 05 Aug 2025; Methods Protocol: v6 (2017) 

PopName    Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
AUS      1970-1974    110+       0.73322  1.00000  1.36       1       1       1        1   1.36
AUS      1975-1979        0      0.01277  0.01262  0.12  100000    1262   98893  7342133  73.42
AUS      1975-1979      1-4      0.00066  0.00264  1.64   98738     261  394334  7243240  73.36
AUS      1975-1979      5-9      0.00030  0.00149  2.33   98477     146  491992  6848906  69.55
AUS      1975-1979     10-14     0.00030  0.00150  2.72   98330     148  491314  6356914  64.65
AUS      1975-1979     15-19     0.00098  0.00491  2.97   98182     482  489933  5865600  59.74
AUS      1975-1979     20-24     0.00115  0.00572  2.38   97700     559  487036  5375667  55.02
AUS      1975-1979     25-29     0.00093  0.00466  2.47   97141     453  484560  4888631  50.33
AUS      1975-1979     30-34     0.00105  0.00524  2.62   96688     507  482236  4404071  45.55
AUS      1975-1979     35-39     0.00153  0.00762  2.68   96182     733  479205  3921835  40.78
AUS      1975-1979     40-44     0.00248  0.01234  2.76   95449    1178  474600  3442630  36.07
AUS      1975-1979     45-49     0.00419  0.02077  2.71   94271    1958  466872  2968030  31.48
AUS      1975-1979     50-54     0.00679  0.03345  2.68   92313    3088  454411  2501158  27.09
AUS      1975-1979     55-59     0.01064  0.05191  2.67   89225    4632  435351  2046746  22.94
AUS      1975-1979     60-64     0.01675  0.08057  2.66   84593    6816  407023  1611395  19.05
AUS      1975-1979     65-69     0.02618  0.12331  2.64   77777    9591  366276  1204372  15.48
AUS      1975-1979     70-74     0.04073  0.18567  2.62   68186   12660  310804   838096  12.29
AUS      1975-1979     75-79     0.06416  0.27708  2.54   55527   15386  239807   527292   9.50
AUS      1975-1979     80-84     0.09949  0.39872  2.51   40141   16005  160866   287485   7.16
AUS      1975-1979     85-89     0.15775  0.55646  2.35   24136   13431   85139   126619   5.25
AUS      1975-1979     90-94     0.23066  0.70033  2.20   10705    7497   32503    41480   3.87
AUS      1975-1979     95-99     0.34081  0.83594  1.95    3208    2682    7869     8978   2.80
AUS      1975-1979    100-104    0.46585  0.91820  1.70     526     483    1037     1109   2.11
AUS      1975-1979    105-109    0.59755  0.96085  1.47      43      41      69       72   1.66
AUS      1975-1979    110+       0.70176  1.00000  1.42       2       2       2        2   1.42
AUS      1980-1984        0      0.01012  0.01003  0.13  100000    1003   99126  7500816  75.01
AUS      1980-1984      1-4      0.00054  0.00216  1.63   98997     214  395482  7401690  74.77
AUS      1980-1984      5-9      0.00025  0.00125  2.36   98783     124  493589  7006208  70.93
AUS      1980-1984     10-14     0.00026  0.00129  2.72   98659     127  493007  6512620  66.01
AUS      1980-1984     15-19     0.00080  0.00397  2.96   98532     391  491862  6019613  61.09
AUS      1980-1984     20-24     0.00103  0.00511  2.43   98141     502  489416  5527750  56.32
AUS      1980-1984     25-29     0.00092  0.00458  2.48   97639     447  487068  5038334  51.60
AUS      1980-1984     30-34     0.00092  0.00460  2.56   97192     447  484872  4551266  46.83
AUS      1980-1984     35-39     0.00122  0.00610  2.70   96745     591  482370  4066394  42.03
AUS      1980-1984     40-44     0.00200  0.00996  2.72   96155     957  478587  3584024  37.27
AUS      1980-1984     45-49     0.00341  0.01689  2.69   95197    1608  472276  3105437  32.62
AUS      1980-1984     50-54     0.00578  0.02852  2.69   93589    2669  461779  2633161  28.14
AUS      1980-1984     55-59     0.00934  0.04574  2.69   90920    4158  444974  2171382  23.88
AUS      1980-1984     60-64     0.01458  0.07050  2.67   86762    6117  419584  1726408  19.90
AUS      1980-1984     65-69     0.02317  0.10987  2.65   80645    8861  382382  1306824  16.20
AUS      1980-1984     70-74     0.03676  0.16902  2.62   71784   12133  330044   924442  12.88
AUS      1980-1984     75-79     0.05859  0.25651  2.57   59651   15301  261150   594398   9.96
AUS      1980-1984     80-84     0.09278  0.37701  2.52   44350   16720  180225   333248   7.51
AUS      1980-1984     85-89     0.14451  0.52418  2.38   27629   14483  100222   153024   5.54
AUS      1980-1984     90-94     0.22083  0.68503  2.23   13147    9006   40782    52802   4.02
AUS      1980-1984     95-99     0.32655  0.82293  1.99    4141    3408   10435    12020   2.90
AUS      1980-1984    100-104    0.45322  0.91253  1.73     733     669    1476     1585   2.16
AUS      1980-1984    105-109    0.58813  0.95887  1.49      64      61     105      108   1.69
AUS      1980-1984    110+       0.69504  1.00000  1.44       3       3       4        4   1.44
AUS      1985-1989        0      0.00893  0.00886  0.13  100000     886   99230  7602891  76.03
AUS      1985-1989      1-4      0.00045  0.00180  1.63   99114     178  396034  7503661  75.71
AUS      1985-1989      5-9      0.00021  0.00104  2.32   98936     103  494403  7107627  71.84
AUS      1985-1989     10-14     0.00022  0.00109  2.66   98833     108  493911  6613225  66.91
AUS      1985-1989     15-19     0.00075  0.00373  2.99   98725     368  492884  6119313  61.98
AUS      1985-1989     20-24     0.00101  0.00504  2.47   98357     495  490530  5626429  57.20
AUS      1985-1989     25-29     0.00094  0.00467  2.50   97861     457  488164  5135899  52.48
AUS      1985-1989     30-34     0.00095  0.00476  2.57   97405     464  485895  4647735  47.72
AUS      1985-1989     35-39     0.00116  0.00576  2.62   96941     559  483372  4161839  42.93
AUS      1985-1989     40-44     0.00174  0.00865  2.71   96382     834  479998  3678468  38.17
AUS      1985-1989     45-49     0.00284  0.01411  2.69   95548    1348  474629  3198469  33.48
AUS      1985-1989     50-54     0.00483  0.02390  2.70   94200    2251  465816  2723840  28.92
AUS      1985-1989     55-59     0.00809  0.03973  2.71   91948    3653  451362  2258024  24.56
AUS      1985-1989     60-64     0.01312  0.06366  2.67   88295    5621  428375  1806662  20.46
AUS      1985-1989     65-69     0.02089  0.09955  2.65   82674    8230  394029  1378287  16.67
AUS      1985-1989     70-74     0.03389  0.15685  2.63   74444   11676  344563   984257  13.22
AUS      1985-1989     75-79     0.05478  0.24200  2.59   62767   15189  277299   639694  10.19
AUS      1985-1989     80-84     0.08911  0.36516  2.53   47578   17374  194978   362395   7.62
AUS      1985-1989     85-89     0.14341  0.52160  2.39   30204   15754  109853   167417   5.54
AUS      1985-1989     90-94     0.22281  0.68963  2.24   14450    9965   44724    57564   3.98
AUS      1985-1989     95-99     0.33128  0.82812  1.98    4485    3714   11211    12840   2.86
AUS      1985-1989    100-104    0.46384  0.91808  1.71     771     708    1526     1630   2.11
AUS      1985-1989    105-109    0.60440  0.96275  1.46      63      61     101      104   1.65
AUS      1985-1989    110+       0.71483  1.00000  1.40       2       2       3        3   1.40
AUS      1990-1994        0      0.00677  0.00673  0.14  100000     673   99418  7757419  77.57
AUS      1990-1994      1-4      0.00037  0.00149  1.57   99327     148  396948  7658001  77.10
AUS      1990-1994      5-9      0.00017  0.00084  2.44   99179      83  495681  7261053  73.21
AUS      1990-1994     10-14     0.00018  0.00091  2.82   99096      91  495280  6765372  68.27
AUS      1990-1994     15-19     0.00058  0.00291  2.95   99005     289  494435  6270091  63.33
AUS      1990-1994     20-24     0.00082  0.00409  2.50   98717     404  492572  5775656  58.51
AUS      1990-1994     25-29     0.00085  0.00423  2.54   98313     416  490540  5283085  53.74
AUS      1990-1994     30-34     0.00094  0.00467  2.52   97897     457  488352  4792545  48.95
AUS      1990-1994     35-39     0.00115  0.00572  2.58   97440     557  485852  4304193  44.17
AUS      1990-1994     40-44     0.00155  0.00774  2.66   96883     750  482657  3818341  39.41
AUS      1990-1994     45-49     0.00243  0.01207  2.69   96133    1160  477986  3335684  34.70
AUS      1990-1994     50-54     0.00403  0.01998  2.68   94972    1898  470455  2857698  30.09
AUS      1990-1994     55-59     0.00674  0.03320  2.71   93075    3090  458307  2387243  25.65
AUS      1990-1994     60-64     0.01125  0.05484  2.70   89985    4935  438562  1928936  21.44
AUS      1990-1994     65-69     0.01845  0.08840  2.65   85050    7519  407612  1490374  17.52
AUS      1990-1994     70-74     0.02960  0.13833  2.64   77531   10725  362339  1082762  13.97
AUS      1990-1994     75-79     0.04903  0.21954  2.62   66806   14666  299132   720424  10.78
AUS      1990-1994     80-84     0.08045  0.33585  2.54   52140   17511  217664   421292   8.08
AUS      1990-1994     85-89     0.13097  0.49002  2.43   34629   16969  129559   203627   5.88
AUS      1990-1994     90-94     0.20801  0.66163  2.25   17660   11684   56173    74068   4.19
AUS      1990-1994     95-99     0.31423  0.81138  2.02    5976    4848   15430    17895   2.99
AUS      1990-1994    100-104    0.44694  0.91023  1.74    1127    1026    2295     2465   2.19
AUS      1990-1994    105-109    0.59105  0.96005  1.48     101      97     164      170   1.68
AUS      1990-1994    110+       0.70582  1.00000  1.42       4       4       6        6   1.42
AUS      1995-1999        0      0.00555  0.00552  0.14  100000     552   99524  7871573  78.72
AUS      1995-1999      1-4      0.00034  0.00136  1.64   99448     135  397473  7772049  78.15
AUS      1995-1999      5-9      0.00014  0.00071  2.37   99313      70  496379  7374576  74.26
AUS      1995-1999     10-14     0.00017  0.00085  2.80   99243      85  496027  6878196  69.31
AUS      1995-1999     15-19     0.00058  0.00290  2.92   99158     288  495192  6382169  64.36
AUS      1995-1999     20-24     0.00083  0.00415  2.50   98870     411  493326  5886977  59.54
AUS      1995-1999     25-29     0.00087  0.00433  2.49   98460     426  491230  5393651  54.78
AUS      1995-1999     30-34     0.00099  0.00492  2.55   98034     483  488984  4902422  50.01
AUS      1995-1999     35-39     0.00113  0.00561  2.57   97551     548  486422  4413437  45.24
AUS      1995-1999     40-44     0.00150  0.00745  2.62   97003     723  483298  3927015  40.48
AUS      1995-1999     45-49     0.00214  0.01067  2.66   96281    1027  479004  3443717  35.77
AUS      1995-1999     50-54     0.00347  0.01723  2.68   95254    1641  472456  2964712  31.12
AUS      1995-1999     55-59     0.00568  0.02801  2.69   93612    2623  462011  2492256  26.62
AUS      1995-1999     60-64     0.00953  0.04662  2.66   90990    4242  445023  2030245  22.31
AUS      1995-1999     65-69     0.01583  0.07632  2.68   86748    6621  418352  1585222  18.27
AUS      1995-1999     70-74     0.02627  0.12371  2.64   80127    9912  377261  1166870  14.56
AUS      1995-1999     75-79     0.04308  0.19536  2.62   70215   13718  318434   789610  11.25
AUS      1995-1999     80-84     0.07430  0.31461  2.57   56498   17775  239233   471176   8.34
AUS      1995-1999     85-89     0.12575  0.47598  2.45   38723   18431  146573   231943   5.99
AUS      1995-1999     90-94     0.20601  0.65977  2.28   20292   13388   64985    85370   4.21
AUS      1995-1999     95-99     0.31871  0.81707  2.02    6904    5641   17699    20385   2.95
AUS      1995-1999    100-104    0.46053  0.91758  1.72    1263    1159    2516     2685   2.13
AUS      1995-1999    105-109    0.61271  0.96499  1.45     104     100     164      169   1.62
AUS      1995-1999    110+       0.73148  1.00000  1.37       4       4       5        5   1.37
AUS      2000-2004        0      0.00497  0.00495  0.14  100000     495   99574  8018256  80.18
AUS      2000-2004      1-4      0.00026  0.00105  1.59   99505     104  397771  7918682  79.58
AUS      2000-2004      5-9      0.00012  0.00060  2.33   99401      60  496847  7520911  75.66
AUS      2000-2004     10-14     0.00013  0.00066  2.78   99342      65  496563  7024064  70.71
AUS      2000-2004     15-19     0.00046  0.00232  2.94   99276     230  495907  6527501  65.75
AUS      2000-2004     20-24     0.00065  0.00325  2.50   99046     322  494426  6031594  60.90
AUS      2000-2004     25-29     0.00073  0.00366  2.53   98724     361  492727  5537168  56.09
AUS      2000-2004     30-34     0.00083  0.00413  2.54   98363     406  490814  5044441  51.28
AUS      2000-2004     35-39     0.00101  0.00506  2.62   97956     496  488603  4553627  46.49
AUS      2000-2004     40-44     0.00138  0.00690  2.65   97461     672  485725  4065024  41.71
AUS      2000-2004     45-49     0.00204  0.01013  2.64   96789     981  481628  3579299  36.98
AUS      2000-2004     50-54     0.00299  0.01487  2.67   95808    1425  475718  3097670  32.33
AUS      2000-2004     55-59     0.00489  0.02417  2.70   94383    2281  466658  2621952  27.78
AUS      2000-2004     60-64     0.00794  0.03899  2.67   92102    3591  452152  2155294  23.40
AUS      2000-2004     65-69     0.01307  0.06343  2.68   88511    5614  429520  1703142  19.24
AUS      2000-2004     70-74     0.02207  0.10494  2.67   82897    8699  394233  1273622  15.36
AUS      2000-2004     75-79     0.03743  0.17202  2.65   74197   12764  340960   879388  11.85
AUS      2000-2004     80-84     0.06612  0.28533  2.60   61434   17529  265098   538429   8.76
AUS      2000-2004     85-89     0.11686  0.45161  2.49   43905   19828  169672   273331   6.23
AUS      2000-2004     90-94     0.19868  0.64630  2.30   24077   15561   78321   103659   4.31
AUS      2000-2004     95-99     0.31524  0.81444  2.03    8516    6936   22001    25338   2.98
AUS      2000-2004    100-104    0.46372  0.91967  1.72    1580    1453    3134     3337   2.11
AUS      2000-2004    105-109    0.62245  0.96713  1.44     127     123     197      203   1.60
AUS      2000-2004    110+       0.74479  1.00000  1.34       4       4       6        6   1.34
AUS      2005-2009        0      0.00450  0.00449  0.14  100000     449   99614  8135876  81.36
AUS      2005-2009      1-4      0.00021  0.00085  1.60   99551      85  398002  8036262  80.72
AUS      2005-2009      5-9      0.00010  0.00051  2.39   99467      50  497202  7638260  76.79
AUS      2005-2009     10-14     0.00010  0.00052  2.74   99416      52  496964  7141058  71.83
AUS      2005-2009     15-19     0.00037  0.00185  2.91   99364     184  496438  6644094  66.87
AUS      2005-2009     20-24     0.00052  0.00261  2.55   99181     258  495271  6147657  61.98
AUS      2005-2009     25-29     0.00060  0.00298  2.58   98922     295  493898  5652386  57.14
AUS      2005-2009     30-34     0.00072  0.00360  2.58   98628     355  492280  5158488  52.30
AUS      2005-2009     35-39     0.00093  0.00462  2.61   98273     454  490277  4666208  47.48
AUS      2005-2009     40-44     0.00130  0.00646  2.63   97819     632  487594  4175931  42.69
AUS      2005-2009     45-49     0.00195  0.00968  2.65   97186     941  483722  3688337  37.95
AUS      2005-2009     50-54     0.00288  0.01430  2.65   96245    1376  477998  3204614  33.30
AUS      2005-2009     55-59     0.00432  0.02141  2.67   94869    2031  469623  2726616  28.74
AUS      2005-2009     60-64     0.00695  0.03419  2.67   92838    3175  456792  2256993  24.31
AUS      2005-2009     65-69     0.01125  0.05483  2.67   89664    4916  436850  1800201  20.08
AUS      2005-2009     70-74     0.01862  0.08924  2.68   84748    7563  406176  1363351  16.09
AUS      2005-2009     75-79     0.03281  0.15237  2.67   77185   11761  358470   957175  12.40
AUS      2005-2009     80-84     0.05979  0.26173  2.62   65424   17123  286397   598705   9.15
AUS      2005-2009     85-89     0.10846  0.42725  2.52   48301   20636  190262   312308   6.47
AUS      2005-2009     90-94     0.19137  0.63356  2.33   27664   17527   91590   122046   4.41
AUS      2005-2009     95-99     0.31102  0.81095  2.05   10137    8221   26432    30456   3.00
AUS      2005-2009    100-104    0.46621  0.92145  1.72    1916    1766    3788     4025   2.10
AUS      2005-2009    105-109    0.63207  0.96915  1.42     151     146     231      237   1.57
AUS      2005-2009    110+       0.75829  1.00000  1.32       5       5       6        6   1.32
AUS      2010-2014        0      0.00366  0.00365  0.14  100000     365   99687  8229632  82.30
AUS      2010-2014      1-4      0.00017  0.00068  1.57   99635      68  398374  8129946  81.60
AUS      2010-2014      5-9      0.00009  0.00047  2.39   99567      47  497711  7731572  77.65
AUS      2010-2014     10-14     0.00009  0.00047  2.87   99520      47  497498  7233861  72.69
AUS      2010-2014     15-19     0.00032  0.00159  2.88   99473     158  497028  6736363  67.72
AUS      2010-2014     20-24     0.00043  0.00216  2.47   99315     214  496032  6239335  62.82
AUS      2010-2014     25-29     0.00049  0.00246  2.56   99100     243  494908  5743302  57.95
AUS      2010-2014     30-34     0.00064  0.00318  2.62   98857     315  493537  5248395  53.09
AUS      2010-2014     35-39     0.00086  0.00431  2.64   98542     425  491708  4754857  48.25
AUS      2010-2014     40-44     0.00122  0.00607  2.63   98117     595  489173  4263149  43.45
AUS      2010-2014     45-49     0.00182  0.00905  2.69   97522     882  485568  3773976  38.70
AUS      2010-2014     50-54     0.00273  0.01354  2.65   96640    1309  480126  3288409  34.03
AUS      2010-2014     55-59     0.00411  0.02037  2.63   95331    1942  472059  2808283  29.46
AUS      2010-2014     60-64     0.00629  0.03102  2.66   93389    2897  460170  2336224  25.02
AUS      2010-2014     65-69     0.01001  0.04892  2.67   90492    4427  442152  1876054  20.73
AUS      2010-2014     70-74     0.01671  0.08044  2.68   86065    6923  414269  1433902  16.66
AUS      2010-2014     75-79     0.02892  0.13550  2.67   79143   10724  370755  1019634  12.88
AUS      2010-2014     80-84     0.05436  0.24109  2.66   68419   16495  303419   648879   9.48
AUS      2010-2014     85-89     0.10216  0.40853  2.55   51924   21212  207640   345460   6.65
AUS      2010-2014     90-94     0.18575  0.62189  2.34   30712   19099  102824   137820   4.49
AUS      2010-2014     95-99     0.30940  0.81000  2.06   11612    9406   30400    34996   3.01
AUS      2010-2014    100-104    0.47021  0.92372  1.71    2206    2038    4334     4595   2.08
AUS      2010-2014    105-109    0.64148  0.97095  1.41     168     163     255      261   1.55
AUS      2010-2014    110+       0.77018  1.00000  1.30       5       5       6        6   1.30
AUS      2015-2019        0      0.00319  0.00318  0.14  100000     318   99727  8292399  82.92
AUS      2015-2019      1-4      0.00015  0.00059  1.59   99682      59  398586  8192672  82.19
AUS      2015-2019      5-9      0.00007  0.00036  2.48   99623      36  498027  7794085  78.24
AUS      2015-2019     10-14     0.00009  0.00046  2.92   99588      46  497843  7296059  73.26
AUS      2015-2019     15-19     0.00030  0.00152  2.91   99542     151  497394  6798215  68.29
AUS      2015-2019     20-24     0.00042  0.00210  2.54   99391     208  496442  6300821  63.39
AUS      2015-2019     25-29     0.00047  0.00235  2.55   99182     233  495341  5804379  58.52
