Life tables (period 5x10), Total 	Last modified: 05 Aug 2025; Methods Protocol: v6 (2017) 

PopName    Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
AUS      1921-1929        0      0.05800  0.05556  0.24  100000    5556   95787  6254737  62.55
AUS      1921-1929      1-4      0.00513  0.02024  1.37   94444    1912  372742  6158951  65.21
AUS      1921-1929      5-9      0.00160  0.00795  2.28   92533     735  460660  5786209  62.53
AUS      1921-1929     10-14     0.00127  0.00634  2.58   91797     582  457580  5325548  58.01
AUS      1921-1929     15-19     0.00198  0.00984  2.74   91215     898  454043  4867968  53.37
AUS      1921-1929     20-24     0.00286  0.01421  2.60   90318    1284  448511  4413925  48.87
AUS      1921-1929     25-29     0.00335  0.01660  2.55   89034    1478  441548  3965414  44.54
AUS      1921-1929     30-34     0.00380  0.01882  2.57   87555    1648  433770  3523867  40.25
AUS      1921-1929     35-39     0.00482  0.02384  2.59   85908    2048  424594  3090097  35.97
AUS      1921-1929     40-44     0.00592  0.02917  2.57   83859    2447  413352  2665503  31.79
AUS      1921-1929     45-49     0.00812  0.03982  2.58   81413    3242  399229  2252151  27.66
AUS      1921-1929     50-54     0.01112  0.05417  2.60   78171    4235  380694  1852922  23.70
AUS      1921-1929     55-59     0.01559  0.07518  2.63   73936    5558  356497  1472228  19.91
AUS      1921-1929     60-64     0.02380  0.11266  2.63   68378    7703  323645  1115731  16.32
AUS      1921-1929     65-69     0.03650  0.16750  2.55   60675   10163  278444   792086  13.05
AUS      1921-1929     70-74     0.05691  0.25034  2.60   50512   12645  222206   513642  10.17
AUS      1921-1929     75-79     0.09287  0.37589  2.47   37867   14234  153264   291435   7.70
AUS      1921-1929     80-84     0.13497  0.50085  2.43   23633   11837   87699   138171   5.85
AUS      1921-1929     85-89     0.21104  0.66168  2.18   11796    7805   36985    50472   4.28
AUS      1921-1929     90-94     0.27277  0.75455  2.04    3991    3011   11040    13487   3.38
AUS      1921-1929     95-99     0.38828  0.87224  1.84     980     854    2201     2447   2.50
AUS      1921-1929    100-104    0.50184  0.93180  1.63     125     117     232      246   1.97
AUS      1921-1929    105-109    0.61527  0.96368  1.44       9       8      13       14   1.62
AUS      1921-1929    110+       0.70293  1.00000  1.42       0       0       0        0   1.42
AUS      1930-1939        0      0.04224  0.04083  0.19  100000    4083   96675  6533680  65.34
AUS      1930-1939      1-4      0.00377  0.01494  1.47   95917    1433  380041  6437005  67.11
AUS      1930-1939      5-9      0.00135  0.00674  2.25   94484     637  470666  6056964  64.11
AUS      1930-1939     10-14     0.00105  0.00523  2.59   93847     491  468049  5586298  59.53
AUS      1930-1939     15-19     0.00159  0.00792  2.74   93356     740  465104  5118249  54.83
AUS      1930-1939     20-24     0.00223  0.01111  2.57   92616    1029  460583  4653145  50.24
AUS      1930-1939     25-29     0.00259  0.01287  2.55   91587    1179  455051  4192562  45.78
AUS      1930-1939     30-34     0.00292  0.01449  2.58   90408    1310  448869  3737511  41.34
AUS      1930-1939     35-39     0.00380  0.01883  2.60   89098    1677  441470  3288642  36.91
AUS      1930-1939     40-44     0.00480  0.02371  2.60   87421    2072  432131  2847172  32.57
AUS      1930-1939     45-49     0.00691  0.03399  2.64   85348    2901  419883  2415040  28.30
AUS      1930-1939     50-54     0.01005  0.04909  2.66   82447    4047  402754  1995158  24.20
AUS      1930-1939     55-59     0.01464  0.07078  2.65   78400    5549  378937  1592404  20.31
AUS      1930-1939     60-64     0.02227  0.10584  2.66   72851    7711  346174  1213467  16.66
AUS      1930-1939     65-69     0.03498  0.16130  2.59   65140   10507  300372   867293  13.31
AUS      1930-1939     70-74     0.05479  0.24228  2.61   54633   13236  241572   566921  10.38
AUS      1930-1939     75-79     0.08959  0.36569  2.49   41396   15138  168982   325350   7.86
AUS      1930-1939     80-84     0.13149  0.49302  2.46   26258   12946   98457   156368   5.96
AUS      1930-1939     85-89     0.20474  0.65296  2.23   13312    8692   42456    57912   4.35
AUS      1930-1939     90-94     0.27471  0.76069  2.07    4620    3514   12793    15456   3.35
AUS      1930-1939     95-99     0.40339  0.88350  1.82    1106     977    2421     2663   2.41
AUS      1930-1939    100-104    0.52766  0.94160  1.59     129     121     230      241   1.87
AUS      1930-1939    105-109    0.64881  0.97024  1.39       8       7      11       12   1.54
AUS      1930-1939    110+       0.73967  1.00000  1.35       0       0       0        0   1.35
AUS      1940-1949        0      0.03339  0.03247  0.15  100000    3247   97254  6753951  67.54
AUS      1940-1949      1-4      0.00235  0.00934  1.52   96753     904  384770  6656697  68.80
AUS      1940-1949      5-9      0.00098  0.00490  2.28   95849     470  477963  6271927  65.44
AUS      1940-1949     10-14     0.00081  0.00404  2.55   95379     386  475948  5793964  60.75
AUS      1940-1949     15-19     0.00117  0.00582  2.64   94993     552  473662  5318015  55.98
AUS      1940-1949     20-24     0.00145  0.00723  2.58   94441     683  470550  4844353  51.30
AUS      1940-1949     25-29     0.00168  0.00837  2.58   93758     785  466892  4373803  46.65
AUS      1940-1949     30-34     0.00201  0.01002  2.59   92973     931  462620  3906911  42.02
AUS      1940-1949     35-39     0.00273  0.01358  2.63   92041    1250  457248  3444291  37.42
AUS      1940-1949     40-44     0.00391  0.01938  2.66   90791    1760  449832  2987043  32.90
AUS      1940-1949     45-49     0.00614  0.03026  2.68   89031    2694  438903  2537211  28.50
AUS      1940-1949     50-54     0.00946  0.04629  2.68   86337    3997  422421  2098309  24.30
AUS      1940-1949     55-59     0.01424  0.06890  2.67   82341    5673  398486  1675888  20.35
AUS      1940-1949     60-64     0.02239  0.10638  2.66   76667    8156  364260  1277402  16.66
AUS      1940-1949     65-69     0.03491  0.16106  2.60   68512   11035  316079   913142  13.33
AUS      1940-1949     70-74     0.05487  0.24244  2.60   57477   13934  253974   597063  10.39
AUS      1940-1949     75-79     0.08816  0.36132  2.50   43543   15733  178455   343089   7.88
AUS      1940-1949     80-84     0.13117  0.49185  2.46   27810   13678  104277   164635   5.92
AUS      1940-1949     85-89     0.20762  0.65810  2.22   14131    9300   44793    60358   4.27
AUS      1940-1949     90-94     0.28745  0.77950  2.06    4832    3766   13102    15565   3.22
AUS      1940-1949     95-99     0.42155  0.89521  1.79    1065     954    2262     2463   2.31
AUS      1940-1949    100-104    0.55212  0.94944  1.54     112     106     192      200   1.79
AUS      1940-1949    105-109    0.67749  0.97491  1.35       6       6       8        8   1.47
AUS      1940-1949    110+       0.77043  1.00000  1.30       0       0       0        0   1.30
AUS      1950-1959        0      0.02316  0.02269  0.12  100000    2269   97999  6984535  69.85
AUS      1950-1959      1-4      0.00144  0.00576  1.52   97731     562  389529  6886536  70.46
AUS      1950-1959      5-9      0.00056  0.00280  2.31   97168     272  485109  6497007  66.86
AUS      1950-1959     10-14     0.00050  0.00249  2.61   96896     242  483901  6011898  62.04
AUS      1950-1959     15-19     0.00103  0.00513  2.80   96654     496  482182  5527997  57.19
AUS      1950-1959     20-24     0.00133  0.00660  2.47   96159     635  479188  5045815  52.47
AUS      1950-1959     25-29     0.00128  0.00636  2.51   95524     608  476106  4566627  47.81
AUS      1950-1959     30-34     0.00151  0.00754  2.60   94916     716  472863  4090521  43.10
AUS      1950-1959     35-39     0.00210  0.01043  2.68   94200     982  468716  3617658  38.40
AUS      1950-1959     40-44     0.00316  0.01567  2.65   93218    1461  462649  3148942  33.78
AUS      1950-1959     45-49     0.00522  0.02579  2.71   91757    2366  453354  2686294  29.28
AUS      1950-1959     50-54     0.00844  0.04140  2.69   89391    3701  438407  2232939  24.98
AUS      1950-1959     55-59     0.01318  0.06393  2.69   85690    5479  415774  1794532  20.94
AUS      1950-1959     60-64     0.02061  0.09834  2.68   80211    7888  382757  1378759  17.19
AUS      1950-1959     65-69     0.03263  0.15133  2.61   72323   10945  335447   996002  13.77
AUS      1950-1959     70-74     0.05164  0.22999  2.63   61378   14116  273374   660555  10.76
AUS      1950-1959     75-79     0.08253  0.34245  2.52   47262   16185  196116   387181   8.19
AUS      1950-1959     80-84     0.12343  0.47076  2.48   31077   14630  118531   191065   6.15
AUS      1950-1959     85-89     0.19865  0.64266  2.25   16447   10570   53208    72534   4.41
AUS      1950-1959     90-94     0.28048  0.77206  2.09    5877    4538   16178    19326   3.29
AUS      1950-1959     95-99     0.41386  0.89096  1.80    1340    1194    2884     3148   2.35
AUS      1950-1959    100-104    0.54751  0.94833  1.55     146     139     253      264   1.81
AUS      1950-1959    105-109    0.67640  0.97486  1.35       8       7      11       11   1.47
AUS      1950-1959    110+       0.77178  1.00000  1.30       0       0       0        0   1.30
AUS      1960-1969        0      0.01929  0.01897  0.11  100000    1897   98311  7086143  70.86
AUS      1960-1969      1-4      0.00098  0.00391  1.57   98103     384  391482  6987832  71.23
AUS      1960-1969      5-9      0.00042  0.00212  2.32   97720     207  488041  6596350  67.50
AUS      1960-1969     10-14     0.00039  0.00192  2.68   97512     188  487126  6108309  62.64
AUS      1960-1969     15-19     0.00093  0.00466  2.91   97325     453  485675  5621182  57.76
AUS      1960-1969     20-24     0.00116  0.00578  2.42   96871     560  482909  5135508  53.01
AUS      1960-1969     25-29     0.00109  0.00545  2.56   96311     525  480275  4652599  48.31
AUS      1960-1969     30-34     0.00132  0.00659  2.65   95786     631  477444  4172324  43.56
AUS      1960-1969     35-39     0.00194  0.00966  2.68   95155     919  473639  3694880  38.83
AUS      1960-1969     40-44     0.00306  0.01517  2.67   94236    1430  467854  3221241  34.18
AUS      1960-1969     45-49     0.00498  0.02464  2.71   92806    2287  458795  2753387  29.67
AUS      1960-1969     50-54     0.00809  0.03971  2.71   90520    3594  444367  2294592  25.35
AUS      1960-1969     55-59     0.01285  0.06240  2.69   86926    5424  422096  1850225  21.29
AUS      1960-1969     60-64     0.02047  0.09766  2.66   81502    7959  388849  1428128  17.52
AUS      1960-1969     65-69     0.03151  0.14654  2.61   73542   10777  341982  1039279  14.13
AUS      1960-1969     70-74     0.04931  0.22071  2.62   62765   13853  280916   697297  11.11
AUS      1960-1969     75-79     0.07822  0.32764  2.52   48912   16025  204884   416382   8.51
AUS      1960-1969     80-84     0.11664  0.45074  2.48   32887   14824  127087   211498   6.43
AUS      1960-1969     85-89     0.18313  0.61149  2.28   18063   11045   60315    84411   4.67
AUS      1960-1969     90-94     0.26767  0.75636  2.13    7018    5308   19831    24096   3.43
AUS      1960-1969     95-99     0.38768  0.87357  1.86    1710    1494    3853     4265   2.49
AUS      1960-1969    100-104    0.51768  0.93879  1.61     216     203     392      412   1.91
AUS      1960-1969    105-109    0.64722  0.97034  1.39      13      13      20       20   1.54
AUS      1960-1969    110+       0.74566  1.00000  1.34       0       0       1        1   1.34
AUS      1970-1979        0      0.01508  0.01488  0.12  100000    1488   98688  7249458  72.49
AUS      1970-1979      1-4      0.00076  0.00305  1.62   98512     300  393333  7150770  72.59
AUS      1970-1979      5-9      0.00034  0.00169  2.31   98212     166  490612  6757437  68.80
AUS      1970-1979     10-14     0.00032  0.00159  2.71   98046     156  489871  6266824  63.92
AUS      1970-1979     15-19     0.00103  0.00512  2.95   97890     501  488422  5776953  59.01
AUS      1970-1979     20-24     0.00116  0.00580  2.38   97389     565  485463  5288531  54.30
AUS      1970-1979     25-29     0.00096  0.00478  2.50   96824     463  482961  4803068  49.61
AUS      1970-1979     30-34     0.00110  0.00550  2.61   96361     530  480536  4320106  44.83
AUS      1970-1979     35-39     0.00165  0.00821  2.70   95831     786  477341  3839570  40.07
AUS      1970-1979     40-44     0.00264  0.01313  2.74   95044    1248  472397  3362229  35.38
AUS      1970-1979     45-49     0.00452  0.02239  2.71   93796    2100  464167  2889832  30.81
AUS      1970-1979     50-54     0.00721  0.03546  2.68   91696    3252  450947  2425665  26.45
AUS      1970-1979     55-59     0.01142  0.05562  2.68   88444    4919  430815  1974718  22.33
AUS      1970-1979     60-64     0.01798  0.08629  2.66   83525    7207  400749  1543903  18.48
AUS      1970-1979     65-69     0.02797  0.13115  2.63   76318   10009  357892  1143155  14.98
AUS      1970-1979     70-74     0.04371  0.19793  2.61   66309   13125  300239   785263  11.84
AUS      1970-1979     75-79     0.06917  0.29556  2.54   53184   15719  227250   485024   9.12
AUS      1970-1979     80-84     0.10600  0.41878  2.50   37465   15690  148024   257774   6.88
AUS      1970-1979     85-89     0.16656  0.57619  2.33   21775   12547   75327   109750   5.04
AUS      1970-1979     90-94     0.24204  0.71882  2.18    9229    6634   27408    34422   3.73
AUS      1970-1979     95-99     0.35453  0.84781  1.92    2595    2200    6205     7015   2.70
AUS      1970-1979    100-104    0.48006  0.92436  1.67     395     365     760      809   2.05
AUS      1970-1979    105-109    0.61049  0.96354  1.45      30      29      47       49   1.63
AUS      1970-1979    110+       0.71282  1.00000  1.40       1       1       2        2   1.40
AUS      1980-1989        0      0.00951  0.00943  0.13  100000     943   99179  7553703  75.54
AUS      1980-1989      1-4      0.00049  0.00197  1.63   99057     196  395763  7454524  75.26
AUS      1980-1989      5-9      0.00023  0.00115  2.34   98861     114  494004  7058761  71.40
AUS      1980-1989     10-14     0.00024  0.00119  2.69   98748     118  493466  6564757  66.48
AUS      1980-1989     15-19     0.00077  0.00385  2.98   98630     379  492381  6071291  61.56
AUS      1980-1989     20-24     0.00102  0.00508  2.45   98251     499  489981  5578910  56.78
AUS      1980-1989     25-29     0.00093  0.00462  2.49   97752     452  487624  5088928  52.06
AUS      1980-1989     30-34     0.00094  0.00468  2.57   97300     455  485390  4601305  47.29
AUS      1980-1989     35-39     0.00119  0.00591  2.65   96844     573  482879  4115915  42.50
AUS      1980-1989     40-44     0.00185  0.00923  2.71   96272     889  479325  3633036  37.74
AUS      1980-1989     45-49     0.00310  0.01541  2.69   95383    1470  473525  3153711  33.06
AUS      1980-1989     50-54     0.00531  0.02622  2.70   93913    2463  463891  2680186  28.54
AUS      1980-1989     55-59     0.00872  0.04274  2.69   91450    3908  448239  2216295  24.23
AUS      1980-1989     60-64     0.01380  0.06686  2.67   87542    5853  424077  1768056  20.20
AUS      1980-1989     65-69     0.02198  0.10448  2.65   81689    8535  388393  1343979  16.45
AUS      1980-1989     70-74     0.03523  0.16254  2.62   73154   11891  337528   955586  13.06
AUS      1980-1989     75-79     0.05649  0.24854  2.59   61264   15226  269554   618058  10.09
AUS      1980-1989     80-84     0.09077  0.37056  2.52   46037   17059  187944   348504   7.57
AUS      1980-1989     85-89     0.14391  0.52277  2.38   28978   15149  105267   160560   5.54
AUS      1980-1989     90-94     0.22192  0.68758  2.23   13829    9509   42846    55293   4.00
AUS      1980-1989     95-99     0.32914  0.82578  1.98    4320    3568   10840    12447   2.88
AUS      1980-1989    100-104    0.45902  0.91560  1.72     753     689    1501     1607   2.14
AUS      1980-1989    105-109    0.59708  0.96106  1.47      64      61     102      106   1.66
AUS      1980-1989    110+       0.70607  1.00000  1.42       2       2       4        4   1.42
AUS      1990-1999        0      0.00616  0.00613  0.14  100000     613   99471  7816291  78.16
AUS      1990-1999      1-4      0.00036  0.00142  1.61   99387     142  397208  7716820  77.64
AUS      1990-1999      5-9      0.00015  0.00077  2.41   99245      77  496027  7319612  73.75
AUS      1990-1999     10-14     0.00018  0.00088  2.81   99169      88  495651  6823584  68.81
AUS      1990-1999     15-19     0.00058  0.00291  2.94   99081     288  494811  6327933  63.87
AUS      1990-1999     20-24     0.00083  0.00412  2.50   98793     407  492946  5833122  59.04
AUS      1990-1999     25-29     0.00086  0.00428  2.51   98386     421  490882  5340176  54.28
AUS      1990-1999     30-34     0.00096  0.00480  2.54   97965     470  488665  4849294  49.50
AUS      1990-1999     35-39     0.00114  0.00566  2.57   97495     552  486134  4360629  44.73
AUS      1990-1999     40-44     0.00152  0.00759  2.64   96942     736  482975  3874495  39.97
AUS      1990-1999     45-49     0.00227  0.01131  2.67   96207    1088  478505  3391520  35.25
AUS      1990-1999     50-54     0.00372  0.01846  2.68   95119    1756  471520  2913015  30.62
AUS      1990-1999     55-59     0.00617  0.03044  2.70   93363    2842  460290  2441495  26.15
AUS      1990-1999     60-64     0.01039  0.05075  2.68   90521    4594  441956  1981205  21.89
AUS      1990-1999     65-69     0.01713  0.08234  2.66   85927    7075  413099  1539249  17.91
AUS      1990-1999     70-74     0.02782  0.13053  2.64   78852   10292  369955  1126150  14.28
AUS      1990-1999     75-79     0.04586  0.20677  2.62   68559   14176  309090   756196  11.03
AUS      1990-1999     80-84     0.07711  0.32436  2.55   54383   17640  228769   447105   8.22
AUS      1990-1999     85-89     0.12803  0.48215  2.44   36743   17716  138373   218336   5.94
AUS      1990-1999     90-94     0.20688  0.66057  2.26   19027   12569   60756    79963   4.20
AUS      1990-1999     95-99     0.31638  0.81418  2.02    6458    5258   16620    19207   2.97
AUS      1990-1999    100-104    0.45386  0.91407  1.73    1200    1097    2417     2587   2.16
AUS      1990-1999    105-109    0.60228  0.96270  1.47     103      99     165      170   1.65
AUS      1990-1999    110+       0.71930  1.00000  1.39       4       4       5        5   1.39
AUS      2000-2009        0      0.00472  0.00470  0.14  100000     470   99595  8079285  80.79
AUS      2000-2009      1-4      0.00024  0.00095  1.60   99530      94  397892  7979690  80.17
AUS      2000-2009      5-9      0.00011  0.00055  2.36   99435      55  497032  7581798  76.25
AUS      2000-2009     10-14     0.00012  0.00059  2.76   99380      59  496771  7084766  71.29
AUS      2000-2009     15-19     0.00042  0.00208  2.93   99322     206  496181  6587995  66.33
AUS      2000-2009     20-24     0.00058  0.00291  2.52   99115     288  494864  6091814  61.46
AUS      2000-2009     25-29     0.00066  0.00331  2.55   98827     327  493336  5596950  56.63
AUS      2000-2009     30-34     0.00077  0.00387  2.56   98500     381  491570  5103614  51.81
AUS      2000-2009     35-39     0.00097  0.00484  2.62   98119     474  489465  4612044  47.00
AUS      2000-2009     40-44     0.00134  0.00668  2.64   97645     652  486685  4122579  42.22
AUS      2000-2009     45-49     0.00199  0.00990  2.65   96993     960  482704  3635894  37.49
AUS      2000-2009     50-54     0.00293  0.01457  2.66   96033    1400  476891  3153189  32.83
AUS      2000-2009     55-59     0.00458  0.02267  2.68   94633    2145  468194  2676299  28.28
AUS      2000-2009     60-64     0.00739  0.03634  2.67   92488    3361  454616  2208104  23.87
AUS      2000-2009     65-69     0.01210  0.05884  2.67   89127    5245  433435  1753488  19.67
AUS      2000-2009     70-74     0.02032  0.09704  2.68   83882    8140  400503  1320053  15.74
AUS      2000-2009     75-79     0.03507  0.16201  2.66   75743   12271  349938   919550  12.14
AUS      2000-2009     80-84     0.06265  0.27245  2.61   63471   17293  276027   569612   8.97
AUS      2000-2009     85-89     0.11222  0.43832  2.50   46179   20241  180365   293585   6.36
AUS      2000-2009     90-94     0.19459  0.63920  2.32   25938   16579   85202   113220   4.37
AUS      2000-2009     95-99     0.31262  0.81218  2.04    9358    7601   24313    28017   2.99
AUS      2000-2009    100-104    0.46449  0.92036  1.72    1758    1618    3483     3705   2.11
AUS      2000-2009    105-109    0.62691  0.96810  1.43     140     136     216      222   1.59
AUS      2000-2009    110+       0.75137  1.00000  1.33       4       4       6        6   1.33
AUS      2010-2019        0      0.00342  0.00341  0.14  100000     341   99707  8262628  82.63
AUS      2010-2019      1-4      0.00016  0.00064  1.58   99659      63  398481  8162920  81.91
AUS      2010-2019      5-9      0.00008  0.00041  2.43   99595      41  497871  7764439  77.96
AUS      2010-2019     10-14     0.00009  0.00047  2.90   99554      46  497674  7266568  72.99
AUS      2010-2019     15-19     0.00031  0.00155  2.89   99508     154  497214  6768894  68.02
AUS      2010-2019     20-24     0.00043  0.00213  2.51   99354     211  496241  6271680  63.12
AUS      2010-2019     25-29     0.00048  0.00240  2.55   99142     238  495128  5775439  58.25
AUS      2010-2019     30-34     0.00062  0.00309  2.62   98904     306  493793  5280311  53.39
AUS      2010-2019     35-39     0.00086  0.00430  2.63   98598     424  491986  4786518  48.55
AUS      2010-2019     40-44     0.00123  0.00611  2.64   98174     600  489456  4294532  43.74
AUS      2010-2019     45-49     0.00182  0.00904  2.67   97574     882  485817  3805075  39.00
AUS      2010-2019     50-54     0.00270  0.01340  2.66   96692    1296  480429  3319259  34.33
AUS      2010-2019     55-59     0.00406  0.02012  2.64   95396    1919  472461  2838829  29.76
AUS      2010-2019     60-64     0.00617  0.03042  2.65   93477    2844  460708  2366368  25.31
AUS      2010-2019     65-69     0.00957  0.04682  2.67   90634    4243  443277  1905660  21.03
AUS      2010-2019     70-74     0.01592  0.07678  2.68   86390    6633  416591  1462383  16.93
AUS      2010-2019     75-79     0.02773  0.13025  2.68   79758   10389  374640  1045792  13.11
AUS      2010-2019     80-84     0.05186  0.23121  2.66   69369   16039  309259   671152   9.68
AUS      2010-2019     85-89     0.09847  0.39682  2.56   53330   21163  214914   361893   6.79
AUS      2010-2019     90-94     0.18096  0.61249  2.36   32167   19702  108874   146978   4.57
AUS      2010-2019     95-99     0.30404  0.80438  2.07   12465   10027   32978    38104   3.06
AUS      2010-2019    100-104    0.46544  0.92178  1.72    2438    2248    4829     5126   2.10
AUS      2010-2019    105-109    0.63852  0.97053  1.41     191     185     290      297   1.56
AUS      2010-2019    110+       0.76899  1.00000  1.30       6       6       7        7   1.30
AUS      2020-2021        0      0.00319  0.00318  0.14  100000     318   99727  8356417  83.56
AUS      2020-2021      1-4      0.00013  0.00050  1.69   99682      50  398612  8256690  82.83
AUS      2020-2021      5-9      0.00006  0.00031  2.44   99632      31  498080  7858078  78.87
AUS      2020-2021     10-14     0.00009  0.00046  3.08   99601      46  497918  7359998  73.89
AUS      2020-2021     15-19     0.00031  0.00156  2.86   99556     155  497447  6862080  68.93
AUS      2020-2021     20-24     0.00042  0.00208  2.55   99401     207  496496  6364633  64.03
AUS      2020-2021     25-29     0.00047  0.00237  2.59   99194     235  495402  5868138  59.16
AUS      2020-2021     30-34     0.00058  0.00290  2.58   98959     287  494098  5372736  54.29
AUS      2020-2021     35-39     0.00077  0.00382  2.62   98672     377  492462  4878638  49.44
AUS      2020-2021     40-44     0.00112  0.00558  2.68   98295     548  490203  4386176  44.62
AUS      2020-2021     45-49     0.00171  0.00853  2.65   97747     833  486773  3895973  39.86
AUS      2020-2021     50-54     0.00256  0.01273  2.65   96913    1234  481666  3409200  35.18
AUS      2020-2021     55-59     0.00384  0.01903  2.66   95679    1821  474135  2927534  30.60
AUS      2020-2021     60-64     0.00574  0.02834  2.65   93858    2660  463047  2453398  26.14
AUS      2020-2021     65-69     0.00865  0.04238  2.66   91199    3865  446949  1990351  21.82
AUS      2020-2021     70-74     0.01433  0.06935  2.68   87334    6056  422604  1543402  17.67
AUS      2020-2021     75-79     0.02469  0.11677  2.69   81277    9491  384446  1120798  13.79
AUS      2020-2021     80-84     0.04619  0.20848  2.67   71787   14966  324001   736352  10.26
AUS      2020-2021     85-89     0.08741  0.36100  2.59   56820   20512  234661   412351   7.26
AUS      2020-2021     90-94     0.16415  0.57533  2.40   36308   20889  127261   177690   4.89
AUS      2020-2021     95-99     0.28009  0.77616  2.13   15419   11968   42728    50428   3.27
AUS      2020-2021    100-104    0.43626  0.90762  1.78    3451    3132    7180     7700   2.23
AUS      2020-2021    105-109    0.60974  0.96538  1.46     319     308     505      520   1.63
AUS      2020-2021    110+       0.74482  1.00000  1.34      11      11      15       15   1.34
AUT      1947-1949        0      0.08358  0.07900  0.31  100000    7900   94514  6271885  62.72
AUT      1947-1949      1-4      0.00385  0.01525  1.51   92100    1404  364907  6177371  67.07
AUT      1947-1949      5-9      0.00122  0.00610  2.17   90696     553  451911  5812464  64.09
AUT      1947-1949     10-14     0.00097  0.00483  2.52   90142     436  449630  5360552  59.47
AUT      1947-1949     15-19     0.00172  0.00857  2.76   89707     769  446814  4910922  54.74
AUT      1947-1949     20-24     0.00248  0.01232  2.54   88938    1096  441993  4464108  50.19
AUT      1947-1949     25-29     0.00252  0.01250  2.46   87842    1098  436420  4022115  45.79
AUT      1947-1949     30-34     0.00294  0.01460  2.52   86744    1266  430577  3585695  41.34
AUT      1947-1949     35-39     0.00348  0.01726  2.59   85478    1475  423833  3155118  36.91
AUT      1947-1949     40-44     0.00449  0.02223  2.61   84003    1868  415558  2731285  32.51
AUT      1947-1949     45-49     0.00669  0.03294  2.67   82135    2705  404370  2315727  28.19
AUT      1947-1949     50-54     0.00950  0.04647  2.62   79430    3691  388359  1911357  24.06
AUT      1947-1949     55-59     0.01415  0.06845  2.62   75739    5184  366365  1522998  20.11
AUT      1947-1949     60-64     0.02189  0.10407  2.64   70555    7343  335476  1156634  16.39
AUT      1947-1949     65-69     0.03451  0.15947  2.62   63212   10081  292072   821157  12.99
AUT      1947-1949     70-74     0.05641  0.24821  2.58   53131   13188  233761   529085   9.96
AUT      1947-1949     75-79     0.09263  0.37661  2.52   39944   15043  162394   295324   7.39
AUT      1947-1949     80-84     0.15209  0.54317  2.37   24901   13525   88931   132930   5.34
AUT      1947-1949     85-89     0.23163  0.70220  2.20   11376    7988   34485    43999   3.87
AUT      1947-1949     90-94     0.34049  0.83341  1.94    3388    2823    8292     9514   2.81
AUT      1947-1949     95-99     0.45283  0.91140  1.72     564     514    1136     1222   2.17
AUT      1947-1949    100-104    0.57701  0.95558  1.50      50      48      83       86   1.72
AUT      1947-1949    105-109    0.69241  0.97666  1.32       2       2       3        3   1.44
AUT      1947-1949    110+       0.77703  1.00000  1.29       0       0       0        0   1.29
AUT      1950-1959        0      0.05088  0.04893  0.22  100000    4893   96166  6709889  67.10
AUT      1950-1959      1-4      0.00197  0.00786  1.52   95107     747  378571  6613724  69.54
AUT      1950-1959      5-9      0.00069  0.00345  2.26   94360     325  470906  6235153  66.08
AUT      1950-1959     10-14     0.00055  0.00273  2.59   94034     257  469553  5764246  61.30
AUT      1950-1959     15-19     0.00111  0.00552  2.84   93777     518  467767  5294693  56.46
AUT      1950-1959     20-24     0.00165  0.00823  2.51   93260     768  464385  4826926  51.76
AUT      1950-1959     25-29     0.00166  0.00824  2.49   92492     763  460547  4362541  47.17
AUT      1950-1959     30-34     0.00181  0.00903  2.56   91730     828  456625  3901994  42.54
AUT      1950-1959     35-39     0.00236  0.01171  2.63   90902    1065  451981  3445369  37.90
AUT      1950-1959     40-44     0.00335  0.01662  2.64   89837    1493  445661  2993388  33.32
AUT      1950-1959     45-49     0.00528  0.02608  2.68   88343    2304  436383  2547726  28.84
AUT      1950-1959     50-54     0.00854  0.04188  2.67   86039    3604  421797  2111344  24.54
AUT      1950-1959     55-59     0.01321  0.06403  2.64   82436    5278  399719  1689547  20.50
AUT      1950-1959     60-64     0.02054  0.09796  2.64   77158    7558  367914  1289828  16.72
AUT      1950-1959     65-69     0.03294  0.15282  2.64   69599   10636  322869   921913  13.25
AUT      1950-1959     70-74     0.05405  0.23916  2.59   58963   14102  260898   599044  10.16
AUT      1950-1959     75-79     0.08977  0.36724  2.52   44861   16475  183524   338146   7.54
AUT      1950-1959     80-84     0.14656  0.53060  2.40   28387   15062  102768   154623   5.45
AUT      1950-1959     85-89     0.22979  0.69881  2.20   13325    9311   40521    51855   3.89
AUT      1950-1959     90-94     0.33654  0.83156  1.96    4013    3337    9916    11334   2.82
AUT      1950-1959     95-99     0.46789  0.91944  1.70     676     622    1328     1418   2.10
AUT      1950-1959    100-104    0.60263  0.96207  1.46      54      52      87       90   1.65
AUT      1950-1959    105-109    0.72505  0.98085  1.28       2       2       3        3   1.38
AUT      1950-1959    110+       0.81175  1.00000  1.23       0       0       0        0   1.23
AUT      1960-1969        0      0.03039  0.02962  0.14  100000    2962   97464  6982308  69.82
AUT      1960-1969      1-4      0.00119  0.00475  1.53   97038     461  387014  6884844  70.95
AUT      1960-1969      5-9      0.00050  0.00250  2.30   96577     242  482232  6497830  67.28
AUT      1960-1969     10-14     0.00040  0.00199  2.56   96335     192  481207  6015598  62.44
AUT      1960-1969     15-19     0.00093  0.00463  2.83   96143     445  479750  5534390  57.56
AUT      1960-1969     20-24     0.00119  0.00595  2.46   95698     570  477045  5054640  52.82
