Life tables (period 5x5), Females 	Last modified: 05 Aug 2025; Methods Protocol: v6 (2017) 

PopName    Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
AUS      1921-1924        0      0.05382  0.05175  0.26  100000    5175   96148  6411811  64.12
AUS      1921-1924      1-4      0.00502  0.01983  1.36   94825    1880  374345  6315664  66.60
AUS      1921-1924      5-9      0.00157  0.00779  2.29   92945     724  462759  5941318  63.92
AUS      1921-1924     10-14     0.00120  0.00598  2.58   92221     552  459771  5478559  59.41
AUS      1921-1924     15-19     0.00186  0.00928  2.76   91669     851  456443  5018788  54.75
AUS      1921-1924     20-24     0.00286  0.01423  2.59   90818    1292  450979  4562345  50.24
AUS      1921-1924     25-29     0.00346  0.01718  2.56   89526    1538  443885  4111366  45.92
AUS      1921-1924     30-34     0.00395  0.01958  2.60   87988    1723  435814  3667481  41.68
AUS      1921-1924     35-39     0.00487  0.02405  2.59   86265    2074  426328  3231667  37.46
AUS      1921-1924     40-44     0.00526  0.02598  2.51   84191    2187  415513  2805339  33.32
AUS      1921-1924     45-49     0.00685  0.03369  2.56   82004    2763  403288  2389826  29.14
AUS      1921-1924     50-54     0.00940  0.04596  2.63   79241    3642  387560  1986538  25.07
AUS      1921-1924     55-59     0.01294  0.06278  2.60   75599    4746  366617  1598977  21.15
AUS      1921-1924     60-64     0.01959  0.09369  2.67   70853    6639  338802  1232361  17.39
AUS      1921-1924     65-69     0.03091  0.14380  2.58   64215    9234  298707   893558  13.92
AUS      1921-1924     70-74     0.04935  0.22080  2.62   54981   12140  245981   594851  10.82
AUS      1921-1924     75-79     0.08465  0.34964  2.51   42841   14979  176948   348869   8.14
AUS      1921-1924     80-84     0.12432  0.47196  2.45   27862   13150  105774   171922   6.17
AUS      1921-1924     85-89     0.19923  0.63967  2.20   14712    9411   47235    66147   4.50
AUS      1921-1924     90-94     0.25414  0.72624  2.05    5301    3850   15149    18912   3.57
AUS      1921-1924     95-99     0.37246  0.86075  1.88    1451    1249    3354     3763   2.59
AUS      1921-1924    100-104    0.48625  0.92576  1.66     202     187     385      410   2.03
AUS      1921-1924    105-109    0.60205  0.96102  1.46      15      14      24       25   1.65
AUS      1921-1924    110+       0.69290  1.00000  1.44       1       1       1        1   1.44
AUS      1925-1929        0      0.04850  0.04676  0.23  100000    4676   96422  6508575  65.09
AUS      1925-1929      1-4      0.00451  0.01783  1.37   95324    1700  376832  6412153  67.27
AUS      1925-1929      5-9      0.00136  0.00676  2.22   93624     633  466364  6035320  64.46
AUS      1925-1929     10-14     0.00104  0.00516  2.59   92991     480  463800  5568957  59.89
AUS      1925-1929     15-19     0.00165  0.00821  2.82   92511     760  460901  5105157  55.18
AUS      1925-1929     20-24     0.00276  0.01371  2.66   91751    1258  455810  4644256  50.62
AUS      1925-1929     25-29     0.00329  0.01631  2.53   90494    1476  448817  4188445  46.28
AUS      1925-1929     30-34     0.00360  0.01785  2.53   89018    1589  441161  3739629  42.01
AUS      1925-1929     35-39     0.00448  0.02217  2.56   87428    1938  432419  3298468  37.73
AUS      1925-1929     40-44     0.00514  0.02540  2.60   85490    2171  422234  2866048  33.52
AUS      1925-1929     45-49     0.00671  0.03301  2.63   83319    2750  410076  2443814  29.33
AUS      1925-1929     50-54     0.00893  0.04372  2.62   80569    3522  394479  2033738  25.24
AUS      1925-1929     55-59     0.01253  0.06087  2.68   77047    4690  374362  1639259  21.28
AUS      1925-1929     60-64     0.01919  0.09183  2.67   72357    6645  346327  1264897  17.48
AUS      1925-1929     65-69     0.03052  0.14210  2.58   65712    9337  305993   918570  13.98
AUS      1925-1929     70-74     0.04950  0.22176  2.65   56375   12502  252548   612577  10.87
AUS      1925-1929     75-79     0.08234  0.34121  2.49   43873   14970  181802   360029   8.21
AUS      1925-1929     80-84     0.12406  0.47240  2.48   28903   13654  110055   178227   6.17
AUS      1925-1929     85-89     0.19973  0.64143  2.21   15249    9781   48973    68173   4.47
AUS      1925-1929     90-94     0.25825  0.73774  2.09    5468    4034   15620    19200   3.51
AUS      1925-1929     95-99     0.38801  0.87287  1.85    1434    1252    3226     3579   2.50
AUS      1925-1929    100-104    0.50916  0.93510  1.62     182     170     335      354   1.94
AUS      1925-1929    105-109    0.63000  0.96692  1.42      12      11      18       19   1.58
AUS      1925-1929    110+       0.72296  1.00000  1.38       0       0       1        1   1.38
AUS      1930-1934        0      0.03861  0.03745  0.20  100000    3745   96991  6718147  67.18
AUS      1930-1934      1-4      0.00372  0.01474  1.45   96255    1419  381397  6621156  68.79
AUS      1930-1934      5-9      0.00117  0.00585  2.21   94836     555  472632  6239759  65.80
AUS      1930-1934     10-14     0.00087  0.00435  2.53   94282     410  470396  5767127  61.17
AUS      1930-1934     15-19     0.00139  0.00694  2.81   93871     651  467929  5296732  56.43
AUS      1930-1934     20-24     0.00222  0.01103  2.65   93220    1028  463686  4828803  51.80
AUS      1930-1934     25-29     0.00274  0.01363  2.55   92192    1256  457878  4365117  47.35
AUS      1930-1934     30-34     0.00302  0.01498  2.55   90935    1362  451336  3907239  42.97
AUS      1930-1934     35-39     0.00374  0.01854  2.61   89573    1661  443893  3455903  38.58
AUS      1930-1934     40-44     0.00437  0.02164  2.56   87913    1902  434922  3012010  34.26
AUS      1930-1934     45-49     0.00609  0.03000  2.63   86010    2581  423928  2577087  29.96
AUS      1930-1934     50-54     0.00840  0.04117  2.67   83430    3435  409135  2153159  25.81
AUS      1930-1934     55-59     0.01146  0.05579  2.65   79995    4463  389469  1744024  21.80
AUS      1930-1934     60-64     0.01786  0.08571  2.66   75532    6473  362500  1354555  17.93
AUS      1930-1934     65-69     0.02911  0.13608  2.61   69058    9398  322866   992055  14.37
AUS      1930-1934     70-74     0.04682  0.21085  2.64   59661   12579  268663   669189  11.22
AUS      1930-1934     75-79     0.07854  0.32879  2.53   47081   15480  197106   400527   8.51
AUS      1930-1934     80-84     0.11577  0.44917  2.51   31601   14194  122608   203421   6.44
AUS      1930-1934     85-89     0.18582  0.61645  2.27   17407   10731   57747    80813   4.64
AUS      1930-1934     90-94     0.26469  0.74879  2.10    6676    4999   18888    23066   3.45
AUS      1930-1934     95-99     0.38836  0.87391  1.85    1677    1466    3774     4178   2.49
AUS      1930-1934    100-104    0.51678  0.93832  1.61     211     198     384      404   1.91
AUS      1930-1934    105-109    0.64396  0.96967  1.40      13      13      20       20   1.55
AUS      1930-1934    110+       0.74048  1.00000  1.35       0       0       1        1   1.35
AUS      1935-1939        0      0.03559  0.03458  0.18  100000    3458   97181  6767101  67.67
AUS      1935-1939      1-4      0.00330  0.01310  1.48   96542    1265  382981  6669921  69.09
AUS      1935-1939      5-9      0.00115  0.00573  2.21   95277     546  474862  6286940  65.99
AUS      1935-1939     10-14     0.00083  0.00414  2.55   94731     393  472693  5812078  61.35
AUS      1935-1939     15-19     0.00128  0.00639  2.77   94339     603  470348  5339385  56.60
AUS      1935-1939     20-24     0.00192  0.00958  2.62   93736     898  466546  4869037  51.94
AUS      1935-1939     25-29     0.00250  0.01242  2.60   92838    1153  461427  4402491  47.42
AUS      1935-1939     30-34     0.00283  0.01404  2.57   91685    1287  455298  3941065  42.98
AUS      1935-1939     35-39     0.00356  0.01766  2.57   90398    1596  448119  3485767  38.56
AUS      1935-1939     40-44     0.00420  0.02078  2.60   88802    1845  439582  3037648  34.21
AUS      1935-1939     45-49     0.00581  0.02864  2.63   86957    2490  428888  2598066  29.88
AUS      1935-1939     50-54     0.00817  0.04007  2.66   84467    3384  414420  2169179  25.68
AUS      1935-1939     55-59     0.01157  0.05632  2.68   81082    4566  394816  1754758  21.64
AUS      1935-1939     60-64     0.01802  0.08648  2.69   76516    6617  367314  1359943  17.77
AUS      1935-1939     65-69     0.02947  0.13777  2.64   69899    9630  326724   992629  14.20
AUS      1935-1939     70-74     0.04748  0.21359  2.65   60269   12873  271128   665905  11.05
AUS      1935-1939     75-79     0.08034  0.33509  2.53   47396   15882  197682   394776   8.33
AUS      1935-1939     80-84     0.12029  0.46171  2.48   31514   14551  120964   197094   6.25
AUS      1935-1939     85-89     0.19564  0.63633  2.25   16964   10794   55176    76130   4.49
AUS      1935-1939     90-94     0.26869  0.75514  2.10    6169    4659   17338    20955   3.40
AUS      1935-1939     95-99     0.40562  0.88569  1.82    1511    1338    3298     3616   2.39
AUS      1935-1939    100-104    0.53730  0.94515  1.57     173     163     304      318   1.84
AUS      1935-1939    105-109    0.66504  0.97312  1.37       9       9      14       14   1.50
AUS      1935-1939    110+       0.76025  1.00000  1.32       0       0       0        0   1.32
AUS      1940-1944        0      0.03417  0.03324  0.18  100000    3324   97272  6856931  68.57
AUS      1940-1944      1-4      0.00276  0.01097  1.47   96676    1060  384021  6759659  69.92
AUS      1940-1944      5-9      0.00103  0.00511  2.25   95616     489  476733  6375638  66.68
AUS      1940-1944     10-14     0.00075  0.00373  2.51   95127     355  474750  5898905  62.01
AUS      1940-1944     15-19     0.00100  0.00501  2.68   94772     475  472759  5424155  57.23
AUS      1940-1944     20-24     0.00156  0.00778  2.59   94297     733  469716  4951396  52.51
AUS      1940-1944     25-29     0.00197  0.00981  2.60   93564     918  465616  4481680  47.90
AUS      1940-1944     30-34     0.00230  0.01144  2.57   92646    1060  460657  4016064  43.35
AUS      1940-1944     35-39     0.00290  0.01438  2.58   91586    1317  454742  3555407  38.82
AUS      1940-1944     40-44     0.00378  0.01873  2.63   90269    1691  447343  3100665  34.35
AUS      1940-1944     45-49     0.00541  0.02671  2.70   88578    2365  437458  2653323  29.95
AUS      1940-1944     50-54     0.00793  0.03891  2.67   86213    3355  423251  2215864  25.70
AUS      1940-1944     55-59     0.01133  0.05516  2.66   82858    4571  403580  1792613  21.63
AUS      1940-1944     60-64     0.01791  0.08597  2.68   78288    6730  375831  1389033  17.74
AUS      1940-1944     65-69     0.02927  0.13687  2.64   71558    9794  334651  1013202  14.16
AUS      1940-1944     70-74     0.04798  0.21540  2.63   61764   13304  277282   678551  10.99
AUS      1940-1944     75-79     0.08115  0.33806  2.53   48460   16382  201866   401269   8.28
AUS      1940-1944     80-84     0.12124  0.46576  2.51   32078   14941  123227   199402   6.22
AUS      1940-1944     85-89     0.19601  0.63733  2.26   17137   10922   55721    76175   4.45
AUS      1940-1944     90-94     0.27955  0.77317  2.11    6215    4805   17190    20454   3.29
AUS      1940-1944     95-99     0.42050  0.89528  1.79    1410    1262    3002     3264   2.32
AUS      1940-1944    100-104    0.55756  0.95132  1.54     148     140     252      262   1.78
AUS      1940-1944    105-109    0.68764  0.97645  1.33       7       7      10       10   1.45
AUS      1940-1944    110+       0.78237  1.00000  1.28       0       0       0        0   1.28
AUS      1945-1949        0      0.02550  0.02496  0.15  100000    2496   97868  7084827  70.85
AUS      1945-1949      1-4      0.00162  0.00644  1.53   97504     628  388466  6986960  71.66
AUS      1945-1949      5-9      0.00065  0.00324  2.28   96876     314  483525  6598494  68.11
AUS      1945-1949     10-14     0.00053  0.00266  2.55   96562     256  482179  6114969  63.33
AUS      1945-1949     15-19     0.00071  0.00355  2.71   96305     342  480744  5632790  58.49
AUS      1945-1949     20-24     0.00105  0.00523  2.68   95964     502  478652  5152045  53.69
AUS      1945-1949     25-29     0.00143  0.00714  2.58   95462     681  475663  4673393  48.96
AUS      1945-1949     30-34     0.00175  0.00869  2.58   94780     824  471905  4197730  44.29
AUS      1945-1949     35-39     0.00238  0.01185  2.60   93957    1113  467111  3725825  39.65
AUS      1945-1949     40-44     0.00326  0.01619  2.62   92844    1504  460648  3258713  35.10
AUS      1945-1949     45-49     0.00498  0.02460  2.65   91340    2247  451423  2798065  30.63
AUS      1945-1949     50-54     0.00744  0.03655  2.68   89093    3257  437910  2346642  26.34
AUS      1945-1949     55-59     0.01045  0.05103  2.68   85836    4380  419009  1908732  22.24
AUS      1945-1949     60-64     0.01644  0.07916  2.68   81456    6448  392309  1489724  18.29
AUS      1945-1949     65-69     0.02643  0.12441  2.65   75008    9331  353096  1097414  14.63
AUS      1945-1949     70-74     0.04536  0.20496  2.65   65677   13461  296778   744319  11.33
AUS      1945-1949     75-79     0.07490  0.31620  2.54   52216   16511  220437   447541   8.57
AUS      1945-1949     80-84     0.11716  0.45233  2.48   35705   16151  137852   227104   6.36
AUS      1945-1949     85-89     0.18974  0.62560  2.28   19554   12233   64474    89252   4.56
AUS      1945-1949     90-94     0.27112  0.75950  2.11    7321    5561   20509    24778   3.38
AUS      1945-1949     95-99     0.40007  0.88215  1.83    1761    1553    3882     4268   2.42
AUS      1945-1949    100-104    0.53190  0.94350  1.58     208     196     368      386   1.86
AUS      1945-1949    105-109    0.66049  0.97244  1.37      12      11      17       18   1.51
AUS      1945-1949    110+       0.75665  1.00000  1.32       0       0       0        0   1.32
AUS      1950-1954        0      0.02149  0.02110  0.13  100000    2110   98165  7214872  72.15
AUS      1950-1954      1-4      0.00143  0.00570  1.44   97890     558  390132  7116707  72.70
AUS      1950-1954      5-9      0.00054  0.00268  2.22   97332     261  485935  6726575  69.11
AUS      1950-1954     10-14     0.00044  0.00222  2.54   97071     215  484826  6240640  64.29
AUS      1950-1954     15-19     0.00063  0.00316  2.67   96856     306  483568  5755815  59.43
AUS      1950-1954     20-24     0.00078  0.00390  2.56   96550     377  481834  5272246  54.61
AUS      1950-1954     25-29     0.00098  0.00490  2.60   96174     472  479737  4790412  49.81
AUS      1950-1954     30-34     0.00128  0.00640  2.68   95702     613  477087  4310676  45.04
AUS      1950-1954     35-39     0.00191  0.00949  2.70   95089     902  473373  3833588  40.32
AUS      1950-1954     40-44     0.00282  0.01399  2.66   94187    1318  467852  3360215  35.68
AUS      1950-1954     45-49     0.00448  0.02216  2.67   92869    2058  459557  2892363  31.14
AUS      1950-1954     50-54     0.00685  0.03372  2.65   90812    3062  446872  2432806  26.79
AUS      1950-1954     55-59     0.00977  0.04777  2.69   87749    4192  429054  1985934  22.63
AUS      1950-1954     60-64     0.01541  0.07440  2.69   83558    6217  403432  1556880  18.63
AUS      1950-1954     65-69     0.02506  0.11833  2.65   77341    9152  365210  1153448  14.91
AUS      1950-1954     70-74     0.04215  0.19176  2.65   68189   13076  310259   788238  11.56
AUS      1950-1954     75-79     0.07317  0.31057  2.57   55113   17116  233918   477979   8.67
AUS      1950-1954     80-84     0.11402  0.44386  2.51   37996   16865  147911   244061   6.42
AUS      1950-1954     85-89     0.18894  0.62229  2.26   21131   13150   69599    96151   4.55
AUS      1950-1954     90-94     0.27636  0.76702  2.10    7982    6122   22152    26551   3.33
AUS      1950-1954     95-99     0.41060  0.88949  1.81    1860    1654    4028     4399   2.37
AUS      1950-1954    100-104    0.54885  0.94898  1.55     206     195     355      371   1.80
AUS      1950-1954    105-109    0.68122  0.97563  1.34      10      10      15       15   1.46
AUS      1950-1954    110+       0.77805  1.00000  1.29       0       0       0        0   1.29
AUS      1955-1959        0      0.01944  0.01911  0.12  100000    1911   98322  7350868  73.51
AUS      1955-1959      1-4      0.00116  0.00462  1.54   98089     453  391240  7252546  73.94
AUS      1955-1959      5-9      0.00040  0.00199  2.28   97636     194  487655  6861305  70.27
AUS      1955-1959     10-14     0.00035  0.00175  2.53   97442     170  486791  6373651  65.41
AUS      1955-1959     15-19     0.00051  0.00256  2.62   97272     249  485767  5886860  60.52
AUS      1955-1959     20-24     0.00062  0.00311  2.53   97023     301  484369  5401093  55.67
AUS      1955-1959     25-29     0.00073  0.00364  2.57   96722     353  482750  4916724  50.83
AUS      1955-1959     30-34     0.00105  0.00521  2.64   96369     502  480659  4433974  46.01
AUS      1955-1959     35-39     0.00158  0.00789  2.71   95867     757  477597  3953315  41.24
AUS      1955-1959     40-44     0.00242  0.01205  2.62   95110    1146  472817  3475718  36.54
AUS      1955-1959     45-49     0.00394  0.01951  2.72   93963    1833  465645  3002901  31.96
AUS      1955-1959     50-54     0.00577  0.02849  2.69   92130    2625  454584  2537256  27.54
AUS      1955-1959     55-59     0.00876  0.04293  2.67   89506    3842  438562  2082672  23.27
AUS      1955-1959     60-64     0.01395  0.06760  2.71   85663    5791  415029  1644110  19.19
AUS      1955-1959     65-69     0.02332  0.11053  2.65   79872    8828  378630  1229081  15.39
AUS      1955-1959     70-74     0.03979  0.18205  2.67   71043   12934  325030   850451  11.97
AUS      1955-1959     75-79     0.06725  0.28906  2.57   58110   16797  249778   525421   9.04
AUS      1955-1959     80-84     0.10807  0.42699  2.54   41312   17640  163220   275643   6.67
AUS      1955-1959     85-89     0.17929  0.60450  2.31   23673   14310   79815   112423   4.75
AUS      1955-1959     90-94     0.26094  0.74689  2.14    9362    6993   26799    32608   3.48
AUS      1955-1959     95-99     0.39476  0.87925  1.85    2370    2084    5278     5810   2.45
AUS      1955-1959    100-104    0.53218  0.94398  1.58     286     270     508      532   1.86
AUS      1955-1959    105-109    0.66611  0.97348  1.37      16      16      23       24   1.50
AUS      1955-1959    110+       0.76538  1.00000  1.31       0       0       1        1   1.31
AUS      1960-1964        0      0.01757  0.01730  0.11  100000    1730   98468  7421966  74.22
AUS      1960-1964      1-4      0.00096  0.00384  1.55   98270     377  392152  7323497  74.52
AUS      1960-1964      5-9      0.00038  0.00188  2.19   97892     184  488943  6931345  70.81
AUS      1960-1964     10-14     0.00029  0.00146  2.61   97708     142  488198  6442402  65.94
AUS      1960-1964     15-19     0.00051  0.00255  2.69   97565     248  487252  5954204  61.03
AUS      1960-1964     20-24     0.00061  0.00305  2.54   97317     297  485854  5466952  56.18
AUS      1960-1964     25-29     0.00071  0.00356  2.66   97020     345  484293  4981098  51.34
AUS      1960-1964     30-34     0.00096  0.00479  2.70   96675     463  482311  4496805  46.51
AUS      1960-1964     35-39     0.00151  0.00754  2.66   96212     726  479363  4014494  41.73
AUS      1960-1964     40-44     0.00231  0.01151  2.65   95486    1099  474852  3535131  37.02
AUS      1960-1964     45-49     0.00372  0.01843  2.73   94388    1740  467986  3060279  32.42
AUS      1960-1964     50-54     0.00563  0.02778  2.70   92648    2574  457313  2592293  27.98
AUS      1960-1964     55-59     0.00831  0.04078  2.68   90075    3673  441841  2134980  23.70
AUS      1960-1964     60-64     0.01368  0.06628  2.67   86401    5727  418676  1693138  19.60
AUS      1960-1964     65-69     0.02183  0.10390  2.68   80674    8382  383899  1274463  15.80
AUS      1960-1964     70-74     0.03755  0.17280  2.69   72292   12492  332642   890564  12.32
AUS      1960-1964     75-79     0.06414  0.27776  2.59   59800   16610  258960   557922   9.33
AUS      1960-1964     80-84     0.10287  0.41044  2.54   43190   17727  172323   298962   6.92
AUS      1960-1964     85-89     0.16623  0.57540  2.33   25463   14651   88140   126639   4.97
AUS      1960-1964     90-94     0.25562  0.73910  2.15   10812    7991   31260    38500   3.56
AUS      1960-1964     95-99     0.37527  0.86518  1.89    2821    2440    6503     7239   2.57
AUS      1960-1964    100-104    0.50953  0.93627  1.62     380     356     699      736   1.94
AUS      1960-1964    105-109    0.64348  0.96984  1.40      24      24      37       38   1.55
AUS      1960-1964    110+       0.74481  1.00000  1.34       1       1       1        1   1.34
AUS      1965-1969        0      0.01613  0.01591  0.12  100000    1591   98594  7435659  74.36
AUS      1965-1969      1-4      0.00084  0.00337  1.56   98409     332  392828  7337065  74.56
AUS      1965-1969      5-9      0.00035  0.00174  2.31   98078     171  489930  6944237  70.80
AUS      1965-1969     10-14     0.00026  0.00131  2.64   97907     128  489233  6454307  65.92
AUS      1965-1969     15-19     0.00056  0.00278  2.73   97779     272  488278  5965074  61.01
AUS      1965-1969     20-24     0.00060  0.00298  2.48   97507     291  486803  5476796  56.17
AUS      1965-1969     25-29     0.00069  0.00343  2.63   97216     333  485292  4989993  51.33
AUS      1965-1969     30-34     0.00092  0.00461  2.66   96883     447  483373  4504701  46.50
AUS      1965-1969     35-39     0.00149  0.00740  2.72   96436     714  480555  4021328  41.70
AUS      1965-1969     40-44     0.00230  0.01145  2.66   95722    1096  476050  3540773  36.99
AUS      1965-1969     45-49     0.00376  0.01866  2.70   94626    1766  469065  3064723  32.39
AUS      1965-1969     50-54     0.00586  0.02891  2.69   92860    2685  458099  2595658  27.95
AUS      1965-1969     55-59     0.00869  0.04259  2.68   90176    3840  441959  2137558  23.70
AUS      1965-1969     60-64     0.01356  0.06574  2.68   86335    5676  418505  1695600  19.64
AUS      1965-1969     65-69     0.02207  0.10489  2.64   80660    8461  383321  1277095  15.83
AUS      1965-1969     70-74     0.03713  0.17090  2.67   72199   12339  332281   893774  12.38
AUS      1965-1969     75-79     0.06347  0.27508  2.58   59860   16467  259448   561493   9.38
AUS      1965-1969     80-84     0.10177  0.40679  2.53   43394   17652  173453   302045   6.96
AUS      1965-1969     85-89     0.16647  0.57647  2.33   25741   14839   89142   128592   5.00
AUS      1965-1969     90-94     0.25054  0.73422  2.18   10902    8005   31949    39450   3.62
AUS      1965-1969     95-99     0.37172  0.86242  1.89    2898    2499    6723     7501   2.59
AUS      1965-1969    100-104    0.50514  0.93464  1.63     399     373     738      778   1.95
AUS      1965-1969    105-109    0.63886  0.96903  1.41      26      25      40       41   1.56
AUS      1965-1969    110+       0.74042  1.00000  1.35       1       1       1        1   1.35
AUS      1970-1974        0      0.01472  0.01453  0.12  100000    1453   98720  7512347  75.12
AUS      1970-1974      1-4      0.00074  0.00297  1.57   98547     293  393477  7413627  75.23
AUS      1970-1974      5-9      0.00032  0.00160  2.25   98254     157  490838  7020150  71.45
AUS      1970-1974     10-14     0.00026  0.00131  2.72   98097     129  490191  6529312  66.56
AUS      1970-1974     15-19     0.00058  0.00287  2.73   97968     282  489202  6039121  61.64
AUS      1970-1974     20-24     0.00056  0.00278  2.51   97687     272  487758  5549919  56.81
AUS      1970-1974     25-29     0.00062  0.00308  2.58   97415     300  486349  5062161  51.96
AUS      1970-1974     30-34     0.00085  0.00424  2.63   97115     412  484601  4575812  47.12
AUS      1970-1974     35-39     0.00135  0.00673  2.73   96703     651  482042  4091212  42.31
AUS      1970-1974     40-44     0.00215  0.01068  2.71   96053    1026  477911  3609170  37.57
AUS      1970-1974     45-49     0.00358  0.01773  2.70   95027    1685  471263  3131259  32.95
AUS      1970-1974     50-54     0.00542  0.02676  2.65   93342    2498  460830  2659996  28.50
AUS      1970-1974     55-59     0.00829  0.04064  2.67   90844    3692  445630  2199166  24.21
AUS      1970-1974     60-64     0.01269  0.06162  2.66   87152    5370  423192  1753535  20.12
AUS      1970-1974     65-69     0.02026  0.09672  2.67   81782    7910  390511  1330343  16.27
AUS      1970-1974     70-74     0.03475  0.16072  2.67   73872   11873  341686   939833  12.72
AUS      1970-1974     75-79     0.05995  0.26203  2.60   61999   16245  271004   598146   9.65
AUS      1970-1974     80-84     0.09742  0.39288  2.54   45754   17976  184518   327143   7.15
AUS      1970-1974     85-89     0.16073  0.56275  2.34   27778   15632   97258   142625   5.13
AUS      1970-1974     90-94     0.24043  0.71882  2.20   12146    8731   36314    45368   3.74
AUS      1970-1974     95-99     0.36191  0.85475  1.91    3415    2919    8066     9054   2.65
AUS      1970-1974    100-104    0.49477  0.93076  1.65     496     462     933      988   1.99
AUS      1970-1974    105-109    0.62935  0.96735  1.42      34      33      53       54   1.58
AUS      1970-1974    110+       0.73231  1.00000  1.37       1       1       2        2   1.37
AUS      1975-1979        0      0.01116  0.01106  0.13  100000    1106   99034  7703902  77.04
AUS      1975-1979      1-4      0.00058  0.00231  1.60   98894     229  395028  7604868  76.90
AUS      1975-1979      5-9      0.00025  0.00126  2.37   98666     124  493001  7209840  73.07
AUS      1975-1979     10-14     0.00022  0.00110  2.65   98541     108  492452  6716839  68.16
AUS      1975-1979     15-19     0.00051  0.00253  2.75   98433     249  491608  6224386  63.23
AUS      1975-1979     20-24     0.00054  0.00269  2.49   98185     264  490259  5732778  58.39
AUS      1975-1979     25-29     0.00052  0.00258  2.55   97920     253  488983  5242519  53.54
AUS      1975-1979     30-34     0.00072  0.00357  2.69   97668     349  487531  4753537  48.67
AUS      1975-1979     35-39     0.00112  0.00560  2.70   97319     545  485341  4266006  43.84
AUS      1975-1979     40-44     0.00183  0.00912  2.74   96774     883  481874  3780665  39.07
AUS      1975-1979     45-49     0.00297  0.01473  2.69   95891    1412  476193  3298791  34.40
AUS      1975-1979     50-54     0.00467  0.02312  2.68   94479    2184  467321  2822598  29.88
AUS      1975-1979     55-59     0.00706  0.03474  2.67   92295    3206  453996  2355277  25.52
AUS      1975-1979     60-64     0.01117  0.05444  2.68   89089    4850  434194  1901281  21.34
AUS      1975-1979     65-69     0.01749  0.08404  2.67   84239    7079  404696  1467087  17.42
AUS      1975-1979     70-74     0.02890  0.13540  2.68   77160   10447  361520  1062391  13.77
AUS      1975-1979     75-79     0.04992  0.22296  2.60   66712   14874  297934   700872  10.51
AUS      1975-1979     80-84     0.08487  0.35177  2.57   51838   18235  214860   402938   7.77
AUS      1975-1979     85-89     0.14250  0.51991  2.40   33603   17471  122596   188077   5.60
AUS      1975-1979     90-94     0.21632  0.67651  2.23   16132   10914   50453    65481   4.06
AUS      1975-1979     95-99     0.32936  0.82603  1.98    5219    4311   13089    15028   2.88
AUS      1975-1979    100-104    0.45879  0.91534  1.72     908     831    1811     1940   2.14
AUS      1975-1979    105-109    0.59474  0.96040  1.48      77      74     124      128   1.67
AUS      1975-1979    110+       0.70155  1.00000  1.43       3       3       4        4   1.43
AUS      1980-1984        0      0.00890  0.00883  0.13  100000     883   99232  7852433  78.52
AUS      1980-1984      1-4      0.00046  0.00184  1.55   99117     182  396022  7753200  78.22
AUS      1980-1984      5-9      0.00019  0.00094  2.37   98935      93  494427  7357179  74.36
AUS      1980-1984     10-14     0.00019  0.00096  2.67   98841      95  493984  6862751  69.43
AUS      1980-1984     15-19     0.00041  0.00206  2.73   98746     203  493268  6368768  64.50
AUS      1980-1984     20-24     0.00049  0.00244  2.50   98542     241  492111  5875500  59.62
AUS      1980-1984     25-29     0.00050  0.00247  2.53   98302     243  490907  5383389  54.76
AUS      1980-1984     30-34     0.00058  0.00289  2.60   98058     283  489614  4892482  49.89
AUS      1980-1984     35-39     0.00089  0.00442  2.71   97775     432  487885  4402869  45.03
AUS      1980-1984     40-44     0.00146  0.00726  2.71   97343     707  485097  3914983  40.22
AUS      1980-1984     45-49     0.00246  0.01221  2.67   96636    1180  480435  3429886  35.49
AUS      1980-1984     50-54     0.00397  0.01968  2.69   95456    1878  472935  2949452  30.90
AUS      1980-1984     55-59     0.00612  0.03015  2.69   93578    2822  461364  2476517  26.46
AUS      1980-1984     60-64     0.00978  0.04784  2.69   90756    4342  443765  2015153  22.20
AUS      1980-1984     65-69     0.01562  0.07535  2.67   86414    6511  416931  1571389  18.18
AUS      1980-1984     70-74     0.02579  0.12158  2.65   79903    9715  376672  1154458  14.45
AUS      1980-1984     75-79     0.04406  0.19957  2.64   70188   14007  317911   777786  11.08
AUS      1980-1984     80-84     0.07760  0.32681  2.59   56181   18360  236597   459875   8.19
AUS      1980-1984     85-89     0.13052  0.48854  2.43   37821   18477  141569   223279   5.90
AUS      1980-1984     90-94     0.20568  0.65913  2.28   19344   12750   61990    81709   4.22
AUS      1980-1984     95-99     0.31499  0.81201  2.02    6594    5354   16997    19720   2.99
AUS      1980-1984    100-104    0.44522  0.90893  1.75    1240    1127    2531     2723   2.20
AUS      1980-1984    105-109    0.58407  0.95811  1.49     113     108     185      192   1.70
AUS      1980-1984    110+       0.69399  1.00000  1.44       5       5       7        7   1.44
AUS      1985-1989        0      0.00777  0.00772  0.13  100000     772   99331  7925859  79.26
AUS      1985-1989      1-4      0.00040  0.00158  1.57   99228     157  396531  7826528  78.87
AUS      1985-1989      5-9      0.00018  0.00090  2.34   99071      89  495121  7429997  75.00
AUS      1985-1989     10-14     0.00015  0.00074  2.64   98983      74  494739  6934876  70.06
AUS      1985-1989     15-19     0.00041  0.00203  2.82   98909     201  494106  6440137  65.11
AUS      1985-1989     20-24     0.00051  0.00252  2.48   98708     249  492911  5946031  60.24
